Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, SNR(db), Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
445, and perhaps second hand cares like second hand clothes come easily off and on, and perhaps sad been hand cares like second hand clothes come easily off and a,  0.00,  0.13, 610, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
446, Completing his resemblance to a man who was sitting for his portrait, ompletinhisasenenc, -0.00,  0.14, 10, 20.00,  0.995042, -0.00, -0.00, 0, 0, 
447, Mr Lorry dropped off to sleep, mister lorry drop off to sleep,  0.00,  0.15, 610, 55.64,  0.999999,  0.11,  0.11, 0, 0, 
448, The arrival of his breakfast roused him, the arrival of his breath last throws him,  0.00,  0.13, 610, 55.73,  0.999999, -0.02, -0.02, 0, 0, 
449, and he said to the draweras he moved his chair to it, and he said to the drawnrehemoved his territoit,  0.00,  0.14, 610, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
450, I wish accommodation prepared for a young lady who may come here at any time to day, i was upon the dacent re care for a young lady who may come here at any time to day, -0.00,  0.15, 610, 55.71,  0.999999, -0.02, -0.02, 0, 0, 
451, She may ask for Mr Jarvis Lorry or she may only ask for a gentleman from Tellson's Bank, she may ask for mister jarvis lorry or she may only asked for a gentleman from tellson's bank, -0.00,  0.15, 610, 55.73,  0.999999, -0.01, -0.01, 0, 0, 
452, Please to let me know, please let me know,  0.00,  0.15, 610, 55.66,  0.999999, -0.01, -0.01, 0, 0, 
453, We have oftentimes the honour to entertain your gentlemen in their travelling backwards and forwards betwixt London and Paris, we have often seems the honour to entertain your gentlemen in their travelling backwards and forwards speetlexplendinandperis,  0.00,  0.15, 610, 55.67,  0.999999,  0.03,  0.03, 0, 0, 
454, A vast deal of travelling, a orfoloffaveling,  0.00,  0.14, 10, 19.98,  0.995006, -0.00, -0.00, 0, 0, 
455, in Tellson and Company's House, in fell in in companies house, -0.00,  0.13, 610, 55.73,  0.999999, -0.06, -0.06, 0, 0, 
456, We are quite a French House, we are cli to friend's house,  0.00,  0.14, 610, 55.74,  0.999999, -0.02, -0.02, 0, 0, 
457, as well as an English one, as well as a tingle on, -0.00,  0.14, 10, 20.02,  0.995052, -0.03, -0.03, 0, 0, 
458, Not much in the habit of such travelling yourself, not must he have of a seffatelingyourefel,  0.00,  0.14, 10, 19.99,  0.995019,  0.01,  0.01, 0, 0, 
459, It is fifteen years since I came last from France, it is fifteen years since i came last from friends, -0.00,  0.14, 610, 55.73,  0.999999, -0.02, -0.02, 0, 0, 
460, Indeed sir That was before my time here, in these that was before my time here,  0.00,  0.14, 610, 55.68,  0.999999, -0.08, -0.08, 0, 0, 
461, sir Before our people's time here, sir before our people's sign here, -0.00,  0.14, 70, 36.85,  0.999897, -0.06, -0.06, 0, 0, 
462, sir The George was in other hands at that time, sir the george was another hand at that time,  0.00,  0.13, 610, 55.70,  0.999999, -0.04, -0.04, 0, 0, 
463, sir I believe so, sir i gli,  0.00,  0.15, 110, 40.79,  0.999958, -0.01, -0.01, 0, 0, 
464, But I would hold a pretty wager, but i will hold a pretty wager, -0.00,  0.15, 610, 55.74,  0.999999,  0.05,  0.05, 0, 0, 
465, sir that a House like Tellson and Company was flourishing, serve that a house like tellson and company were flourishing,  0.00,  0.13, 610, 55.69,  0.999999, -0.02, -0.02, 0, 0, 
466, a matter of fifty not to speak of fifteen years ago, a matter of fifty moths i speak of fifteen years ago,  0.00,  0.14, 610, 55.79,  0.999999, -0.01, -0.01, 0, 0, 
467, You might treble that and say a hundred and fifty yet not be far from the truth, you might travel that and say a hundred and fifty yet not be far from the truth, -0.00,  0.14, 90, 39.07,  0.999938,  0.03,  0.03, 0, 0, 
468, Indeed sir Rounding his mouth and both his eyes as he stepped backward from the table the waiter shifted his napkin from his right arm to his left, in the surrounding his mouth and both his eyes as he stepped backward from the table the waiter shifted his neck in from his ride arm to his left,  0.00,  0.13, 610, 55.71,  0.999999, -0.02, -0.02, 0, 0, 
469, dropped into a comfortable attitude and stood surveying the guest while he ate and drank, throughout the into the comfortable at of the andstanceervaingtheguestwideheatendrank, -0.00,  0.14, 610, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
470, as from an observatory or watchtower, as from an eservetoryorlaldowr,  0.00,  0.15, 610, 55.69,  0.999999, -0.08, -0.08, 0, 0, 
471, According to the immemorial usage of waiters in all ages, according to the immemorial usage of waters in all ages, -0.00,  0.16, 610, 55.69,  0.999999,  0.10,  0.10, 0, 0, 
472, When Mr Lorry had finished his breakfast he went out for a stroll on the beach, when mister lorry had finished his breakfast he went out for a stroll along the beach,  0.00,  0.14, 610, 55.71,  0.999999, -0.04, -0.04, 0, 0, 
473, The little narrow crooked town of Dover hid itself away from the beach, the little narrow brook i found of dover he god self away from the beach,  0.00,  0.15, 610, 55.73,  0.999999, -0.03, -0.03, 0, 0, 
474, and ran its head into the chalk cliffs like a marine ostrich, and ran its head into the chop cliffs like a marine ostrich,  0.00,  0.14, 610, 55.72,  0.999999,  0.20,  0.20, 0, 0, 
475, The beach was a desert of heaps of sea and stones tumbling wildly about, the beach was a desert of heaps of sea and some tumbling wildly about,  0.00,  0.14, 50, 34.02,  0.999802, -0.04, -0.04, 0, 0, 
476, and the sea did what it liked and what it liked was destruction, and the sea is what i like and wore light fas distruction, -0.00,  0.13, 610, 55.69,  0.999999, -0.03, -0.03, 0, 0, 
477, It thundered at the town and thundered at the cliffs, if under that the town and under death a qui, -0.00,  0.13, 610, 55.71,  0.999999,  0.01,  0.01, 0, 0, 
478, and brought the coast down madly, and both the coast down madly,  0.00,  0.14, 30, 29.52,  0.999442,  0.06,  0.06, 0, 0, 
479, The air among the houses was of so strong a piscatory flavour that one might have supposed sick fish went up to be dipped in it, the air and the houses was of so strong a pie tory flavor that we might have supposed six fish went up to be dicen, -0.00,  0.14, 610, 55.72,  0.999999,  0.00,  0.00, 0, 0, 
480, as sick people went down to be dipped in the sea, as if people went down to be the tin the sea,  0.00,  0.13, 610, 55.67,  0.999999,  0.03,  0.03, 0, 0, 
481, A little fishing was done in the port and a quantity of strolling about by night and looking seaward, a little fishing was done in the port and a want of the a strolling about by night and looking seaward, -0.00,  0.15, 610, 55.70,  0.999999,  0.13,  0.13, 0, 0, 
482, particularly at those times when the tide made and was near flood, pretty king only at those times when the tide made and was near flood, -0.00,  0.15, 610, 55.68,  0.999999,  0.03,  0.03, 0, 0, 
483, Small tradesmen who did no business whatever sometimes unaccountably realised large fortunes, small tradesmen who did no business whatever sometimes on account of bly relied large fortunes,  0.00,  0.15, 610, 55.71,  0.999999, -0.06, -0.06, 0, 0, 
484, and it was remarkable that nobody in the neighbourhood could endure a lamplighter, and it were remarkable that nobody in the neighbourhood could endure a lamplighter,  0.00,  0.15, 370, 51.38,  0.999996, -0.00, -0.00, 0, 0, 
485, As the day declined into the afternoon, as the day blind into the afternoon, -0.00,  0.15, 90, 39.08,  0.999938,  0.04,  0.04, 0, 0, 
486, and the air which had been at intervals clear enough to allow the French coast to be seen, and the air with had been at intervals clear enough to allow the friends close to the seen, -0.00,  0.14, 70, 36.85,  0.999897,  0.03,  0.03, 0, 0, 
487, became again charged with mist and vapour, he came again charged with miss tanfagur,  0.00,  0.14, 610, 55.71,  0.999999,  0.07,  0.07, 0, 0, 
488, Mr Lorry's thoughts seemed to cloud too, mister lorry's thought seemed to plou, -0.00,  0.15, 610, 55.66,  0.999999,  0.01,  0.01, 0, 0, 
489, When it was dark and he sat before the coffee room fire, when he was dark and he sat before the coffee room fire,  0.00,  0.14, 610, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
490, awaiting his dinner as he had awaited his breakfast his mind was busily digging digging digging in the live red coals, awaiting his dinner as he had awaited his breath fast his mind who has businedidindivingtitingintheliferedpols, -0.00,  0.15, 610, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
491, A bottle of good claret after dinner does a digger in the red coals no harm, a bottle of good the red after dinner does a deer in the red coals no harm, -0.00,  0.15, 610, 55.73,  0.999999,  0.03,  0.03, 0, 0, 
492, otherwise than as it has a tendency to throw him out of work, other wife than as it has a tendency to throw him out of work, -0.00,  0.14, 90, 39.10,  0.999938, -0.02, -0.02, 0, 0, 
493, Mr Lorry had been idle a long time, mister lorry had been able a long time,  0.00,  0.15, 610, 55.65,  0.999999,  0.00,  0.00, 0, 0, 
494, and had just poured out his last glassful of wine with as complete an appearance of satisfaction, and had just poured down his last glassful of wine with as complete an appearance of satisfaction,  0.00,  0.13, 610, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
495, as is ever to be found in an elderly gentleman of a fresh complexion who has got to the end of a bottle, as is ever to be found in an elderly gentleman of the fresh complexyandthohaspoghtto the end of the bottle, -0.00,  0.15, 610, 55.69,  0.999999, -0.04, -0.04, 0, 0, 
496, when a rattling of wheels came up the narrow street and rumbled into the inn yard, when the rattling of wheels came up the narrow street and rumbled into the enard, -0.00,  0.16, 610, 55.71,  0.999999, -0.03, -0.03, 0, 0, 
497, He set down his glass untouched, he set down his glass and fought, -0.00,  0.12, 610, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
498, This is Mam'selle said he In a very few minutes the waiter came in to announce that Miss Manette had arrived from London, this is man so said he in a very few minutes the waiter came in to announce that miss manechatherived from london,  0.00,  0.15, 610, 55.69,  0.999999, -0.00, -0.00, 0, 0, 
499, and would be happy to see the gentleman from Tellson's, and would be happy to see the gentleman from felons,  0.00,  0.14, 610, 55.70,  0.999999, -0.06, -0.06, 0, 0, 
500, So soon Miss Manette had taken some refreshment on the road and required none then, so soon miss manephadtakensomeofreshmentontheroam and required none den, -0.00,  0.15, 610, 55.70,  0.999999, -0.06, -0.06, 0, 0, 
501, and was extremely anxious to see the gentleman from Tellson's immediately, and was extremely anxious to see the gentleman from felsinstemediately, -0.00,  0.14, 610, 55.71,  0.999999, -0.06, -0.06, 0, 0, 
502, if it suited his pleasure and convenience, if it suit his pleasure and convenience, -0.00,  0.14, 70, 36.91,  0.999898,  0.01,  0.02, 0, 0, 
503, The gentleman from Tellson's had nothing left for it but to empty his glass with an air of stolid desperation, the gentleman from tellson's had nothing left for it but to empty his glass with a narrow stone desperation, -0.00,  0.14, 590, 55.39,  0.999999, -0.00, -0.00, 0, 0, 
504, settle his odd little flaxen wig at the ears and follow the waiter to Miss Manette's apartment, settled his ally be lakes and wave at the airs and follow the waiter to miss manette's apartment, -0.00,  0.15, 610, 55.71,  0.999999,  0.04,  0.04, 0, 0, 
505, It was a large dark room furnished in a funereal manner with black horsehair and loaded with heavy dark tables, it was a large dark room furnished in a few mere manner with black for her and loaded with heavy dark tables, -0.00,  0.16, 610, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
506, These had been oiled and oiled until the two tall candles on the table in the middle of the room were gloomily reflected on every leaf, these had the mail in the way o into a two tall candles on the table in the middle of the room were gloomily with elected on every wee,  0.00,  0.16, 610, 55.71,  0.999999, -0.00, -0.00, 0, 0, 
507, as if they were buried in deep graves of black mahogany, as if they were very in deep graves of black mahogany,  0.00,  0.15, 370, 51.37,  0.999996,  0.03,  0.03, 0, 0, 
508, and no light to speak of could be expected from them until they were dug out, and no light to speak of to be expected from them until they were dug out, -0.00,  0.13, 610, 55.68,  0.999999, -0.03, -0.03, 0, 0, 
509, The obscurity was so difficult to penetrate that Mr Lorry picking his way over the well worn Turkey carpet, the obtrude was so difficult to penetrate that mister lorry cooking his way over the well worn thirty carpet,  0.00,  0.15, 610, 55.68,  0.999999, -0.01, -0.01, 0, 0, 
510, supposed Miss Manette to be for the moment in some adjacent room, supposed miss manette to be for the moment in some of jason room, -0.00,  0.14, 410, 52.26,  0.999997,  0.10,  0.10, 0, 0, 
511, until having got past the two tall candles he saw standing to receive him by the table, and to having the past the two tall candles he saw standing through a set in by the table,  0.00,  0.14, 610, 55.74,  0.999999, -0.03, -0.03, 0, 0, 
512, between them and the fire a young lady of not more than seventeen in a riding cloak, i mean them and the fire a young lady of not more than seventeen in a riding cloak, -0.00,  0.16, 610, 55.73,  0.999999, -0.01, -0.01, 0, 0, 
