Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, L1NormNoise, L2NormNoise, LInfNormNoise, SNR(db),Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
350, Sometimes it was staring and bewildered, in fine i will staring and bewildered, -0.00,  0.15, 610,  8.013129,  0.049798,  0.001066, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
351, and then it was I don't know her, and then was i don't know her,  0.00,  0.14, 30, 124.842863,  0.868007,  0.020669, 29.57,  0.999449,  0.03,  0.03, 0, 0, 
352, I don't understand, i then under fan, -0.00,  0.13, 10, 236.904535,  1.966023,  0.054967, 20.01,  0.995046,  0.02,  0.02, 0, 0, 
353, After such imaginary discourse, after such imaginary this course,  0.00,  0.13, 50, 74.428931,  0.490146,  0.011743, 34.02,  0.999802,  0.01,  0.01, 0, 0, 
354, the passenger in his fancy would dig and dig, the passenger and his fancy would be van,  0.00,  0.14, 610,  7.492109,  0.046279,  0.000906, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
355, dig now with a spade now with a great key now with his hands to dig this wretched creature out, tignol with a spade now with the great tea now with his hands to dig this wretched creature out, -0.00,  0.13, 610, 14.067088,  0.062420,  0.000961, 55.71,  0.999999,  0.06,  0.06, 0, 0, 
356, Got out at last with earth hanging about his face and hair, thought out at last with her hanging about his face and hair,  0.00,  0.14, 610,  9.792900,  0.053377,  0.001003, 55.69,  0.999999, -0.03, -0.03, 0, 0, 
357, he would suddenly fan away to dust, he would suddenly fan away to thus, -0.00,  0.14, 50, 78.657390,  0.527693,  0.012121, 33.97,  0.999800, -0.03, -0.03, 0, 0, 
358, The passenger would then start to himself, the passenger with an starts to himself,  0.00,  0.13, 610,  6.708974,  0.042845,  0.000962, 55.69,  0.999999, -0.01, -0.01, 0, 0, 
359, and lower the window to get the reality of mist and rain on his cheek, and lower the window to get the reality of miss tant ran on his tee,  0.00,  0.15, 610, 12.394069,  0.061527,  0.001074, 55.73,  0.999999, -0.07, -0.07, 0, 0, 
360, Yet even when his eyes were opened on the mist and rain, yet even when his eyes wild and on the miss and rage,  0.00,  0.15, 30, 197.590107,  1.124261,  0.021842, 29.55,  0.999446, -0.05, -0.05, 0, 0, 
361, on the moving patch of light from the lamps, on the moving patch of light from the lamp, -0.00,  0.15, 190, 25.977504,  0.159030,  0.003235, 45.62,  0.999986,  0.01,  0.01, 0, 0, 
362, and the hedge at the roadside retreating by jerks, and the hedge at the roadside re reading by jerks, -0.00,  0.14, 610,  8.176275,  0.047720,  0.001100, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
363, the night shadows outside the coach would fall into the train of the night shadows within, the night saddles outside the coats with fall into the train of the night shadows within, -0.00,  0.14, 610, 13.057695,  0.060830,  0.000949, 55.69,  0.999999, -0.06, -0.06, 0, 0, 
364, The real Banking house by Temple Bar, the reanfontinghousiunblebar,  0.00,  0.14, 10, 428.867474,  2.789573,  0.059006, 19.97,  0.995008,  0.02,  0.02, 0, 0, 
365, the real business of the past day, the well business of the past day,  0.00,  0.13, 610,  5.097239,  0.036680,  0.000859, 55.70,  0.999999, -0.00, -0.00, 0, 0, 
366, the real strong rooms the real express sent after him, the wind strong rooms the real express sent after him,  0.00,  0.15, 610,  9.861100,  0.054265,  0.001007, 55.72,  0.999999,  0.02,  0.02, 0, 0, 
367, and the real message returned, and there a mess returned,  0.00,  0.14, 30, 108.105477,  0.798778,  0.019939, 29.53,  0.999443,  0.01,  0.01, 0, 0, 
368, would all be there Out of the midst of them, with all be there out of the midst of them,  0.00,  0.14, 610,  6.481476,  0.043455,  0.001098, 55.72,  0.999999,  0.06,  0.06, 0, 0, 
369, the ghostly face would rise and he would accost it again, that those lee face would rise and he with the coste again,  0.00,  0.13, 610,  8.766814,  0.048388,  0.000849, 55.74,  0.999999, -0.00, -0.00, 0, 0, 
370, Buried how long Almost eighteen years, there fell a long while most eighteen years, -0.00,  0.16, 610,  7.885560,  0.051210,  0.001051, 55.69,  0.999999, -0.02, -0.02, 0, 0, 
371, I hope you care to live I can't say, i hope he cared to live i can't say, -0.00,  0.13, 610,  6.205132,  0.041077,  0.000947, 55.70,  0.999999,  0.05,  0.05, 0, 0, 
372, Dig dig dig until an impatient movement from one of the two passengers would admonish him to pull up the window, they they they can till an impatient movement from one of the two passengers with that monish him to pull up a window, -0.00,  0.14, 610, 17.656710,  0.072368,  0.000983, 55.72,  0.999999,  0.05,  0.05, 0, 0, 
373, draw his arm securely through the leathern strap, through all his arms eerily through the leathern strap, -0.00,  0.15, 610,  9.303268,  0.053927,  0.001079, 55.69,  0.999999,  0.03,  0.03, 0, 0, 
374, and speculate upon the two slumbering forms, and speculated upon the two slumbering forms,  0.00,  0.14, 130, 40.569548,  0.237355,  0.004724, 42.23,  0.999970, -0.07, -0.07, 0, 0, 
375, until his mind lost its hold of them, and though his mind lost its hold of them,  0.00,  0.14, 610,  6.536079,  0.042819,  0.000983, 55.70,  0.999999, -0.07, -0.07, 0, 0, 
376, and they again slid away into the bank and the grave, and theyagainstlaveawayishoughthebankendthegrave, -0.00,  0.15, 610,  9.504270,  0.054701,  0.001156, 55.68,  0.999999, -0.00, -0.00, 0, 0, 
377, Buried how long Almost eighteen years, there fell a long while most eighteen years, -0.00,  0.16, 610,  7.873639,  0.051259,  0.001190, 55.68,  0.999999, -0.02, -0.02, 0, 0, 
378, You had abandoned all hope of being dug out Long ago, you have abandoned all hope of being dug out long ago, -0.00,  0.15, 610,  9.626029,  0.054368,  0.000995, 55.69,  0.999999, -0.13, -0.13, 0, 0, 
379, The words were still in his hearing as just spoken distinctly in his hearing as ever spoken words had been in his life, the words were still in his hearing as just so in his kingly in his hearing as ever spoken words had been in his life, -0.00,  0.14, 70, 162.765180,  0.639404,  0.009384, 36.90,  0.999898,  0.00,  0.00, 0, 0, 
380, when the weary passenger started to the consciousness of daylight, when the weary passenger started to the consciousness of the light,  0.00,  0.14, 190, 34.244383,  0.179861,  0.003504, 45.55,  0.999986,  0.05,  0.05, 0, 0, 
381, and found that the shadows of the night were gone, and found that the shadows of the night were a bone,  0.00,  0.14, 610,  7.782959,  0.047472,  0.000981, 55.70,  0.999999, -0.11, -0.11, 0, 0, 
382, He lowered the window and looked out at the rising sun, he lowered the window and blow out at the rising sun, -0.00,  0.15, 610,  8.701346,  0.051843,  0.001083, 55.69,  0.999999,  0.10,  0.10, 0, 0, 
383, There was a ridge of ploughed land with a plough upon it where it had been left last night when the horses were unyoked beyond, there was a rage of clan land with the flower pon a larry had been left last night when the horses were union beyond, -0.00,  0.14, 610, 20.273421,  0.077162,  0.001081, 55.71,  0.999999,  0.00,  0.00, 0, 0, 
384, a quiet coppice wood in which many leaves of burning red and golden yellow still remained upon the trees, why copies were in which many waves of burning red and bold in yellow still remained upon the trees,  0.00,  0.16, 610, 18.375532,  0.076664,  0.001210, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
385, Though the earth was cold and wet the sky was clear, though the earth was cold and wet the sty was clear,  0.00,  0.14, 610,  9.242633,  0.050933,  0.000988, 55.69,  0.999999, -0.06, -0.06, 0, 0, 
386, and the sun rose bright placid and beautiful, and the sun rose bright flashed an u tiful, -0.00,  0.14, 50, 100.636294,  0.594020,  0.011912, 33.98,  0.999800,  0.08,  0.08, 0, 0, 
387, Eighteen years said the passenger looking at the sun, eighteen years sent the passenger looking at the sun, -0.00,  0.14, 170, 30.090152,  0.177138,  0.003473, 44.64,  0.999983, -0.06, -0.06, 0, 0, 
388, Gracious Creator of day To be buried alive for eighteen years When the mail got successfully to Dover, races creator of day to be buried alive for eighteen years when the male gods hadcessdfully to bove,  0.00,  0.15, 610, 18.044381,  0.074999,  0.001252, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
389, in the course of the forenoon the head drawer at the Royal George Hotel opened the coach door as his custom was, in the course of the forenoon the head two at the royal george hotel opened the coach door as his custom was, -0.00,  0.15, 610, 17.338477,  0.072120,  0.001105, 55.67,  0.999999, -0.04, -0.04, 0, 0, 
390, He did it with some flourish of ceremony for a mail journey from London in winter was an achievement to congratulate an adventurous traveller upon, he did it with some flour is of ceremony for a mail journey from london in winter was an atievementtocombratlateenthatventurous traveler upon, -0.00,  0.15, 610, 25.236797,  0.088043,  0.001107, 55.73,  0.999999,  0.08,  0.08, 0, 0, 
391, By that time there was only one adventurous traveller left be congratulated, by that time there was only when the venturous traveller left be congratulated,  0.00,  0.15, 610, 14.352580,  0.065876,  0.001050, 55.72,  0.999999, -0.01, -0.01, 0, 0, 
392, for the two others had been set down at their respective roadside destinations, for the two others had been set down that there was tactiveroadsidedestinations, -0.00,  0.14, 610, 13.139194,  0.061374,  0.000923, 55.69,  0.999999,  0.02,  0.02, 0, 0, 
393, The mildewy inside of the coach with its damp and dirty straw, the mill dry inside of the coach with its dam and thirty tra, -0.00,  0.14, 610,  9.707965,  0.053278,  0.001081, 55.73,  0.999999, -0.03, -0.03, 0, 0, 
394, its disagreeable smell and its obscurity, its disagreeable smell and its art to the, -0.00,  0.13, 610,  6.938481,  0.043380,  0.000966, 55.74,  0.999999,  0.01,  0.01, 0, 0, 
395, was rather like a larger dog kennel, he is rather like a larger dog canal, -0.00,  0.15, 610,  7.502942,  0.048501,  0.001028, 55.68,  0.999999, -0.16, -0.16, 0, 0, 
396, Mr Lorry the passenger shaking himself out of it in chains of straw, mister lorry the passenger shaking himself out of the in chains of stra, -0.00,  0.14, 50, 139.710135,  0.707287,  0.013524, 33.99,  0.999801,  0.05,  0.05, 0, 0, 
397, a tangle of shaggy wrapper flapping hat, a tangle of save wrapper flapping hat, -0.00,  0.13, 610,  6.885134,  0.042617,  0.000835, 55.76,  0.999999,  0.08,  0.08, 0, 0, 
398, and muddy legs was rather like a larger sort of dog, and mother legs was rather like a larger sort of thought, -0.00,  0.15, 610,  9.900234,  0.054919,  0.001049, 55.71,  0.999999, -0.05, -0.05, 0, 0, 
399, There will be a packet to Calais tomorrow drawer, there will be a packet to the late a modern door, -0.00,  0.15, 610,  8.897046,  0.053426,  0.001110, 55.67,  0.999999, -0.04, -0.04, 0, 0, 
400, if the weather holds and the wind sets tolerable fair, if the weather holetendelinsetsfollowablefair,  0.00,  0.14, 30, 175.995397,  1.013944,  0.019448, 29.54,  0.999445, -0.05, -0.05, 0, 0, 
401, The tide will serve pretty nicely at about two in the afternoon, the five water pretty nicely at about two in the afternoon,  0.00,  0.15, 50, 133.639358,  0.702768,  0.014060, 33.97,  0.999800,  0.01,  0.01, 0, 0, 
402, I shall not go to bed till night, i could not go to bed till night, -0.00,  0.14, 610,  6.117625,  0.041412,  0.000928, 55.64,  0.999999,  0.04,  0.04, 0, 0, 
403, but I want a bedroom and a barber, but i wanted baggaroomandthebargar, -0.00,  0.15, 610,  6.516584,  0.045552,  0.001102, 55.68,  0.999999, -0.02, -0.02, 0, 0, 
404, And then breakfast sir, and the breath was ser,  0.00,  0.13, 30, 84.451229,  0.673254,  0.017594, 29.55,  0.999447,  0.01,  0.01, 0, 0, 
405, Show Concord Gentleman's valise and hot water to Concord, so concortsinplemen'stheliesantatwatertoconcort, -0.00,  0.14, 610, 10.829578,  0.056124,  0.000982, 55.71,  0.999999,  0.05,  0.05, 0, 0, 
406, Pull off gentleman's boots in Concord, flofedimtlementsboots in concord, -0.00,  0.14, 610,  7.142577,  0.045696,  0.001173, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
407, You will find a fine sea coal fire, you will find a fine sequel fire, -0.00,  0.15, 610,  7.174958,  0.046215,  0.001080, 55.77,  0.999999, -0.04, -0.04, 0, 0, 
408, sir Fetch barber to Concord, sir fat barber to concord, -0.00,  0.12, 610,  4.995324,  0.035763,  0.000953, 55.72,  0.999999,  0.22,  0.22, 0, 0, 
409, Stir about there now for Concord The Concord bed chamber being always assigned to a passenger by the mail, stir out there now for concord the concord bed chamber being always a sign to a passenger by the male, -0.00,  0.15, 610, 17.799541,  0.073166,  0.001027, 55.69,  0.999999, -0.02, -0.02, 0, 0, 
410, and passengers by the mail being always heavily wrapped up from head to foot, and passengers by the mail being always heavily read up from head to foot,  0.00,  0.15, 610, 12.969306,  0.062339,  0.001105, 55.67,  0.999999,  0.01,  0.01, 0, 0, 
411, the room had the odd interest for the establishment of the Royal George, the room had the audienterest for the establishment of the royal george,  0.00,  0.15, 610, 11.737688,  0.059414,  0.000990, 55.71,  0.999999,  0.06,  0.06, 0, 0, 
412, that although but one kind of man was seen to go into it, that although but when flying of men will seem to go into it, -0.00,  0.14, 610,  9.914317,  0.054155,  0.001106, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
413, all kinds and varieties of men came out of it, all times and varieties of men came out of it,  0.00,  0.15, 610,  8.941013,  0.051705,  0.001017, 55.71,  0.999999, -0.00, -0.00, 0, 0, 
414, Consequently another drawer and two porters and several maids and the landlady, consequently another telorenttoporters and several maids and delantilady,  0.00,  0.15, 610, 14.288935,  0.066974,  0.001103, 55.73,  0.999999, -0.01, -0.01, 0, 0, 
415, were all loitering by accident at various points of the road between the Concord and the coffee room, where a long line anringbyachofentatvariouspoints of the road between the concord and the coffee room,  0.00,  0.15, 610, 17.607172,  0.074792,  0.001126, 55.71,  0.999999, -0.02, -0.02, 0, 0, 
416, when a gentleman of sixty formally dressed in a brown suit of clothes, when the gentleman of sixty four mile dressed in a brown suit of clothes,  0.00,  0.15, 610, 11.826363,  0.059398,  0.001109, 55.74,  0.999999,  0.03,  0.03, 0, 0, 
